age,education,eddummy1,eddummy2,eddummy3,eddummy4,earnings,d1,hours
39,16,0,0,0,1,82500,1,2277
37,16,0,0,0,1,103642,1,4284
35,12,0,1,0,0,45000,1,3315
31,14,0,0,1,0,22000,1,1556
49,16,0,0,0,1,49500,1,2420
30,17,0,0,0,1,4956,1,910
33,11,1,0,0,0,31000,1,2744
33,10,1,0,0,0,0,0,0
44,16,0,0,0,1,53000,1,2066
42,12,0,1,0,0,27000,1,2448
42,16,0,0,0,1,27730,1,2320
40,16,0,0,0,1,48000,1,1634
39,14,0,0,1,0,18000,1,2022
46,3,1,0,0,0,0,0,0
40,12,0,1,0,0,12500,1,2220
38,11,1,0,0,0,18500,1,2080
37,10,1,0,0,0,17100,1,1100
36,11,1,0,0,0,19850,1,2340
32,10,1,0,0,0,6000,1,2040
30,11,1,0,0,0,15300,1,2156
44,6,1,0,0,0,13500,1,2400
39,9,1,0,0,0,7000,1,3262
46,17,0,0,0,1,59729,1,2352
45,16,0,0,0,1,68000,1,2070
38,16,0,0,0,1,56000,1,2230
50,8,1,0,0,0,22000,1,2530
45,17,0,0,0,1,50000,1,2250
33,12,0,1,0,0,5000,1,1412
31,13,0,0,1,0,18000,1,2156
41,16,0,0,0,1,49920,1,2070
43,16,0,0,0,1,88000,1,3060
32,12,0,1,0,0,40000,1,4284
48,12,0,1,0,0,36592,1,2295
43,12,0,1,0,0,30000,1,2280
41,13,0,0,1,0,30740,1,2462
50,9,1,0,0,0,36505,1,1985
46,14,0,0,1,0,19250,1,2500
31,16,0,0,0,1,25800,1,2042
30,15,0,0,1,0,17000,1,1716
38,12,0,1,0,0,43000,1,2783
45,12,0,1,0,0,25877,1,1760
31,12,0,1,0,0,34700,1,2520
39,13,0,0,1,0,48000,1,2300
35,12,0,1,0,0,14700,1,1094
31,16,0,0,0,1,50000,1,2410
30,16,0,0,0,1,55800,1,2420
38,17,0,0,0,1,19050,1,1280
34,16,0,0,0,1,10500,1,3000
32,16,0,0,0,1,53000,1,2520
31,9,1,0,0,0,1448,1,285
32,14,0,0,1,0,9300,1,2200
30,12,0,1,0,0,25000,1,1059
50,12,0,1,0,0,25300,1,1785
46,12,0,1,0,0,0,0,0
34,16,0,0,0,1,9630,1,2754
35,16,0,0,0,1,35700,1,2000
33,15,0,0,1,0,12640,1,2280
36,12,0,1,0,0,11170,1,2340
39,14,0,0,1,0,16000,1,2280
41,12,0,1,0,0,19000,1,3120
50,7,1,0,0,0,19599,1,1903
37,12,0,1,0,0,33700,1,1975
36,12,0,1,0,0,0,0,0
44,17,0,0,0,1,90500,1,3840
30,12,0,1,0,0,30000,1,2600
40,12,0,1,0,0,35000,1,1400
50,12,0,1,0,0,6000,1,1419
38,12,0,1,0,0,37313,1,2400
37,12,0,1,0,0,22513,1,3745
46,12,0,1,0,0,7043,1,780
39,14,0,0,1,0,30000,1,1765
38,16,0,0,0,1,73000,1,2500
36,12,0,1,0,0,10620,1,2296
41,12,0,1,0,0,10000,1,2088
46,12,0,1,0,0,49900,1,2116
45,14,0,0,1,0,8500,1,2000
39,16,0,0,0,1,31000,1,2400
36,12,0,1,0,0,32340,1,2180
43,9,1,0,0,0,0,0,0
35,12,0,1,0,0,27500,1,2470
34,12,0,1,0,0,23871,1,4743
35,12,0,1,0,0,36914,1,2506
32,14,0,0,1,0,47700,1,3886
50,12,0,1,0,0,8705,1,2410
38,,,,,,,,
41,8,1,0,0,0,7000,1,1302
36,13,0,0,1,0,44000,1,2136
33,12,0,1,0,0,42063,1,2004
39,14,0,0,1,0,51000,1,1764
31,12,0,1,0,0,40100,1,2445
35,13,0,0,1,0,70000,1,2205
30,12,0,1,0,0,0,0,0
34,12,0,1,0,0,19000,1,1500
50,17,0,0,0,1,50000,1,1600
47,17,0,0,0,1,59500,1,1400
38,17,0,0,0,1,153000,1,1987
36,12,0,1,0,0,14000,1,1528
38,14,0,0,1,0,13400,1,2540
42,,,,,,,,
49,12,0,1,0,0,130000,1,3263
49,12,0,1,0,0,42000,1,2450
31,16,0,0,0,1,20000,1,2858
36,12,0,1,0,0,38150,1,1976
43,17,0,0,0,1,66200,1,3120
36,14,0,0,1,0,80000,1,2750
47,17,0,0,0,1,43000,1,1864
39,16,0,0,0,1,15200,1,1570
36,12,0,1,0,0,34522,1,3120
36,12,0,1,0,0,27500,1,1808
31,16,0,0,0,1,35700,1,2728
41,14,0,0,1,0,45000,1,2340
37,12,0,1,0,0,30000,1,2080
38,,,,,,,,
35,12,0,1,0,0,27000,1,1856
42,12,0,1,0,0,22500,1,2147
32,10,1,0,0,0,9000,1,1420
44,12,0,1,0,0,0,0,0
34,16,0,0,0,1,34900,1,3944
33,12,0,1,0,0,22300,1,3199
42,11,1,0,0,0,35000,1,3500
33,10,1,0,0,0,11301,1,924
42,12,0,1,0,0,57000,1,2860
46,12,0,1,0,0,25000,1,2340
45,12,0,1,0,0,45800,1,1664
36,12,0,1,0,0,25000,1,2038
43,17,0,0,0,1,68200,1,2072
42,12,0,1,0,0,40000,1,5824
50,12,0,1,0,0,23000,1,2352
46,4,1,0,0,0,0,0,0
31,12,0,1,0,0,14000,1,2500
38,12,0,1,0,0,17450,1,2100
31,12,0,1,0,0,36600,1,2294
36,12,0,1,0,0,30000,1,2838
48,14,0,0,1,0,29000,1,2310
36,15,0,0,1,0,25000,1,2592
34,12,0,1,0,0,21000,1,2684
43,14,0,0,1,0,62000,1,2880
35,16,0,0,0,1,75000,1,2480
33,16,0,0,0,1,52000,1,2190
44,13,0,0,1,0,45163,1,3084
47,12,0,1,0,0,160000,1,2820
31,16,0,0,0,1,33400,1,1992
43,17,0,0,0,1,108000,1,3060
31,16,0,0,0,1,30400,1,2040
40,12,0,1,0,0,25000,1,2080
38,12,0,1,0,0,10000,1,1170
32,16,0,0,0,1,27119,1,1920
30,12,0,1,0,0,12000,1,1645
41,12,0,1,0,0,0,0,0
40,12,0,1,0,0,15000,1,2184
46,17,0,0,0,1,68000,1,2820
39,13,0,0,1,0,24000,1,2104
34,12,0,1,0,0,20230,1,2200
42,12,0,1,0,0,22000,1,1925
38,12,0,1,0,0,33800,1,2285
40,13,0,0,1,0,70760,1,3120
31,14,0,0,1,0,52554,1,2160
41,12,0,1,0,0,47579,1,1904
44,17,0,0,0,1,70000,1,2717
42,17,0,0,0,1,65000,1,3042
44,17,0,0,0,1,85000,1,3005
34,14,0,0,1,0,36000,1,2050
31,14,0,0,1,0,60000,1,2940
42,12,0,1,0,0,0,0,0
36,14,0,0,1,0,11378,1,2080
42,14,0,0,1,0,30000,1,2140
37,12,0,1,0,0,7800,1,1560
33,12,0,1,0,0,2064,1,1272
39,16,0,0,0,1,24000,1,2000
42,17,0,0,0,1,36400,1,2317
37,12,0,1,0,0,29800,1,2314
43,17,0,0,0,1,28000,1,1970
33,13,0,0,1,0,18350,1,2170
41,17,0,0,0,1,31000,1,1302
37,17,0,0,0,1,96000,1,1772
37,13,0,0,1,0,0,0,0
45,13,0,0,1,0,25000,1,2205
37,12,0,1,0,0,33000,1,1840
40,16,0,0,0,1,45000,1,3000
36,13,0,0,1,0,8000,1,585
30,16,0,0,0,1,70000,1,2023
39,13,0,0,1,0,34000,1,2277
38,12,0,1,0,0,12000,1,1847
35,16,0,0,0,1,40000,1,2805
41,12,0,1,0,0,37000,1,2450
37,16,0,0,0,1,26000,1,2637
44,14,0,0,1,0,38000,1,3000
35,12,0,1,0,0,26980,1,2805
38,13,0,0,1,0,7000,1,1444
37,12,0,1,0,0,20107,1,2109
38,16,0,0,0,1,28000,1,2250
40,16,0,0,0,1,80000,1,2205
35,16,0,0,0,1,45000,1,2480
34,17,0,0,0,1,65000,1,1896
39,12,0,1,0,0,10560,1,3120
33,12,0,1,0,0,5526,1,2052
44,16,0,0,0,1,31500,1,1666
42,12,0,1,0,0,16000,1,1048
43,14,0,0,1,0,32000,1,2080
35,12,0,1,0,0,45765,1,1970
40,14,0,0,1,0,34000,1,1880
39,12,0,1,0,0,13580,1,2160
50,17,0,0,0,1,59355,1,2250
46,16,0,0,0,1,36000,1,2400
44,12,0,1,0,0,100000,1,2940
43,12,0,1,0,0,27248,1,3294
43,12,0,1,0,0,13788,1,4576
40,12,0,1,0,0,38000,1,2829
47,17,0,0,0,1,42250,1,2032
46,12,0,1,0,0,16800,1,2600
38,12,0,1,0,0,2872,1,3528
48,12,0,1,0,0,181225,1,2450
43,13,0,0,1,0,18000,1,1737
38,12,0,1,0,0,29500,1,3015
45,17,0,0,0,1,107000,1,2695
46,16,0,0,0,1,26000,1,2232
33,16,0,0,0,1,59000,1,2502
36,17,0,0,0,1,64000,1,3519
31,12,0,1,0,0,70000,1,1824
45,14,0,0,1,0,17550,1,1992
34,12,0,1,0,0,23000,1,3318
44,12,0,1,0,0,20000,1,1968
31,12,0,1,0,0,34200,1,3120
40,16,0,0,0,1,16000,1,1979
37,12,0,1,0,0,38000,1,2907
35,14,0,0,1,0,31000,1,2067
40,12,0,1,0,0,12299,1,1965
37,14,0,0,1,0,6000,1,1830
49,10,1,0,0,0,0,0,0
39,,,,,,,,
38,12,0,1,0,0,5000,1,688
47,11,1,0,0,0,24224,1,2443
48,12,0,1,0,0,33500,1,3000
45,15,0,0,1,0,23247,1,1996
42,14,0,0,1,0,8500,1,2330
46,13,0,0,1,0,8000,1,1000
34,12,0,1,0,0,54000,1,3060
41,16,0,0,0,1,92000,1,2880
31,12,0,1,0,0,42000,1,2250
40,14,0,0,1,0,19676,1,2798
31,12,0,1,0,0,15000,1,2052
33,12,0,1,0,0,29000,1,2028
44,10,1,0,0,0,24000,1,2020
36,12,0,1,0,0,25000,1,2629
38,12,0,1,0,0,21000,1,1788
30,11,1,0,0,0,35000,1,2423
35,12,0,1,0,0,50000,1,2144
37,10,1,0,0,0,27000,1,2805
35,10,1,0,0,0,29000,1,2860
31,12,0,1,0,0,19000,1,2277
43,12,0,1,0,0,20000,1,3825
45,12,0,1,0,0,11000,1,2000
43,16,0,0,0,1,32335,1,2258
34,9,1,0,0,0,12099,1,2234
30,11,1,0,0,0,7000,1,1872
36,12,0,1,0,0,16000,1,1392
37,11,1,0,0,0,60000,1,2490
34,16,0,0,0,1,35400,1,2048
38,16,0,0,0,1,55000,1,2125
44,17,0,0,0,1,63000,1,2391
46,14,0,0,1,0,40000,1,695
41,12,0,1,0,0,38336,1,3672
36,12,0,1,0,0,20271,1,2353
47,16,0,0,0,1,46500,1,2176
35,12,0,1,0,0,20075,1,2112
41,14,0,0,1,0,35000,1,2500
33,11,1,0,0,0,20000,1,2600
36,14,0,0,1,0,30000,1,3315
37,17,0,0,0,1,110000,1,3028
42,16,0,0,0,1,35000,1,2381
31,17,0,0,0,1,1761,1,195
42,12,0,1,0,0,10200,1,1130
41,12,0,1,0,0,10540,1,2133
39,12,0,1,0,0,14000,1,1891
43,17,0,0,0,1,80000,1,2400
39,14,0,0,1,0,36624,1,1984
45,16,0,0,0,1,34600,1,2250
45,12,0,1,0,0,28000,1,1952
33,9,1,0,0,0,9391,1,1040
35,12,0,1,0,0,41000,1,2306
49,12,0,1,0,0,9650,1,1016
36,14,0,0,1,0,46100,1,3500
40,16,0,0,0,1,18400,1,2780
46,14,0,0,1,0,2000,1,2000
50,12,0,1,0,0,0,0,0
35,11,1,0,0,0,10000,1,2080
47,12,0,1,0,0,32550,1,3060
48,7,1,0,0,0,14000,1,2040
33,16,0,0,0,1,12000,1,2000
34,16,0,0,0,1,37300,1,2711
36,12,0,1,0,0,37000,1,1478
32,12,0,1,0,0,28000,1,2480
45,12,0,1,0,0,58539,1,2350
38,13,0,0,1,0,27500,1,2040
48,16,0,0,0,1,116500,1,2820
43,13,0,0,1,0,30300,1,2115
45,13,0,0,1,0,40000,1,3060
34,12,0,1,0,0,5000,1,1480
36,,,,,,,,
46,15,0,0,1,0,90000,1,4160
49,14,0,0,1,0,61000,1,2221
48,16,0,0,0,1,100000,1,2352
40,12,0,1,0,0,27200,1,1840
39,12,0,1,0,0,32000,1,3315
30,12,0,1,0,0,23500,1,1920
42,16,0,0,0,1,30000,1,2910
33,16,0,0,0,1,22000,1,2500
44,17,0,0,0,1,35000,1,2450
30,12,0,1,0,0,29165,1,1720
40,12,0,1,0,0,13540,1,2080
34,16,0,0,0,1,10124,1,1048
34,14,0,0,1,0,0,0,0
36,12,0,1,0,0,13506,1,1104
50,16,0,0,0,1,14000,1,640
36,17,0,0,0,1,335000,1,2916
34,17,0,0,0,1,50000,1,2277
42,17,0,0,0,1,60600,1,3701
39,12,0,1,0,0,18000,1,2000
38,13,0,0,1,0,12600,1,1548
33,12,0,1,0,0,14720,1,2010
31,12,0,1,0,0,2924,1,688
36,12,0,1,0,0,10300,1,2016
31,12,0,1,0,0,3500,1,827
31,12,0,1,0,0,10000,1,1920
39,13,0,0,1,0,30000,1,1840
46,12,0,1,0,0,25000,1,2304
43,17,0,0,0,1,44000,1,1872
38,12,0,1,0,0,17075,1,2040
41,12,0,1,0,0,42000,1,1960
40,17,0,0,0,1,195000,1,2868
31,12,0,1,0,0,19000,1,2040
42,12,0,1,0,0,13000,1,2071
39,12,0,1,0,0,39000,1,1840
34,12,0,1,0,0,27614,1,2200
34,17,0,0,0,1,6000,1,912
37,12,0,1,0,0,42000,1,1840
36,12,0,1,0,0,32250,1,3024
40,12,0,1,0,0,18530,1,3060
39,14,0,0,1,0,58000,1,2335
37,12,0,1,0,0,20000,1,1498
35,12,0,1,0,0,4500,1,1560
32,12,0,1,0,0,12000,1,3408
50,12,0,1,0,0,9558,1,2881
31,12,0,1,0,0,12000,1,2895
30,12,0,1,0,0,3775,1,2550
38,13,0,0,1,0,40000,1,2112
30,12,0,1,0,0,30140,1,1994
44,17,0,0,0,1,105000,1,2500
42,17,0,0,0,1,65000,1,2565
48,13,0,0,1,0,35000,1,1800
38,9,1,0,0,0,7640,1,1690
48,9,1,0,0,0,14795,1,2950
38,11,1,0,0,0,38000,1,1920
34,15,0,0,1,0,73340,1,2080
40,12,0,1,0,0,13572,1,2860
37,10,1,0,0,0,0,0,0
43,13,0,0,1,0,30900,1,2520
40,12,0,1,0,0,35000,1,2000
39,13,0,0,1,0,29000,1,2162
32,12,0,1,0,0,3940,1,1000
31,12,0,1,0,0,10000,1,1250
30,12,0,1,0,0,20000,1,2148
36,12,0,1,0,0,45000,1,2624
34,12,0,1,0,0,40000,1,2191
36,16,0,0,0,1,28000,1,2020
35,12,0,1,0,0,61534,1,2342
38,13,0,0,1,0,49000,1,1840
30,12,0,1,0,0,18000,1,2120
36,14,0,0,1,0,55000,1,2450
32,9,1,0,0,0,0,0,0
48,12,0,1,0,0,0,0,0
35,,,,,,,,
33,12,0,1,0,0,9391,1,1040
41,10,1,0,0,0,21329,1,1744
34,17,0,0,0,1,8485,1,1970
41,14,0,0,1,0,22333,1,2656
43,14,0,0,1,0,24600,1,2450
34,11,1,0,0,0,22000,1,2107
46,12,0,1,0,0,12000,1,624
45,11,1,0,0,0,43000,1,2750
46,16,0,0,0,1,30300,1,1512
44,9,1,0,0,0,8000,1,3672
36,10,1,0,0,0,0,0,0
36,11,1,0,0,0,18000,1,1968
33,17,0,0,0,1,31495,1,2286
32,,,,,,,,
43,16,0,0,0,1,40000,1,2462
47,12,0,1,0,0,12880,1,1840
50,16,0,0,0,1,60000,1,1880
40,12,0,1,0,0,40000,1,3100
39,16,0,0,0,1,8295,1,1352
43,16,0,0,0,1,64000,1,2205
33,16,0,0,0,1,60000,1,2314
50,16,0,0,0,1,52000,1,1793
47,12,0,1,0,0,37000,1,2170
45,14,0,0,1,0,36000,1,2617
34,12,0,1,0,0,18000,1,2600
32,13,0,0,1,0,34000,1,2296
42,16,0,0,0,1,4000,1,398
40,17,0,0,0,1,47000,1,2312
46,13,0,0,1,0,34000,1,2078
34,16,0,0,0,1,42000,1,2796
35,16,0,0,0,1,8050,1,999
38,12,0,1,0,0,12900,1,2064
32,12,0,1,0,0,15000,1,2072
34,16,0,0,0,1,30000,1,2300
32,17,0,0,0,1,106000,1,2470
31,17,0,0,0,1,31000,1,2450
35,9,1,0,0,0,29000,1,2799
45,11,1,0,0,0,29000,1,1980
46,12,0,1,0,0,35000,1,2223
40,12,0,1,0,0,7867,1,5733
35,10,1,0,0,0,49423,1,5824
33,10,1,0,0,0,44118,1,896
38,12,0,1,0,0,100000,1,3234
37,10,1,0,0,0,51982,1,3174
31,12,0,1,0,0,27000,1,1924
32,11,1,0,0,0,4696,1,520
35,11,1,0,0,0,18000,1,2530
32,13,0,0,1,0,18000,1,1664
45,12,0,1,0,0,75075,1,2515
30,,,,,,,,
33,14,0,0,1,0,10000,1,1440
34,16,0,0,0,1,25700,1,2091
43,12,0,1,0,0,6000,1,2184
43,14,0,0,1,0,35000,1,2604
39,17,0,0,0,1,23700,1,1680
40,16,0,0,0,1,50000,1,2080
49,16,0,0,0,1,36000,1,2295
43,17,0,0,0,1,16225,1,2450
44,12,0,1,0,0,22560,1,2325
32,11,1,0,0,0,13000,1,1050
32,9,1,0,0,0,4278,1,1480
40,12,0,1,0,0,30000,1,2380
40,12,0,1,0,0,48000,1,2212
37,14,0,0,1,0,7080,1,952
42,10,1,0,0,0,10000,1,1875
30,12,0,1,0,0,31000,1,2602
36,12,0,1,0,0,25000,1,2964
37,12,0,1,0,0,19938,1,2064
34,12,0,1,0,0,2000,1,1160
34,10,1,0,0,0,0,0,0
31,12,0,1,0,0,0,0,0
33,12,0,1,0,0,4500,1,832
30,12,0,1,0,0,9391,1,1040
36,11,1,0,0,0,12000,1,3060
34,8,1,0,0,0,3315,1,780
34,12,0,1,0,0,0,0,0
50,11,1,0,0,0,15000,1,1192
49,12,0,1,0,0,8600,1,1292
34,12,0,1,0,0,0,0,0
34,14,0,0,1,0,49500,1,3100
40,4,1,0,0,0,0,0,0
38,13,0,0,1,0,0,0,0
39,17,0,0,0,1,50000,1,2425
40,12,0,1,0,0,47901,1,1930
42,13,0,0,1,0,15000,1,2250
45,14,0,0,1,0,6000,1,1065
50,11,1,0,0,0,0,0,0
30,12,0,1,0,0,3200,1,870
32,12,0,1,0,0,28000,1,4248
33,14,0,0,1,0,70200,1,2768
40,13,0,0,1,0,32041,1,2948
38,12,0,1,0,0,7200,1,708
32,12,0,1,0,0,14000,1,1960
39,14,0,0,1,0,28000,1,2244
43,12,0,1,0,0,38000,1,1416
45,17,0,0,0,1,72500,1,2220
39,16,0,0,0,1,73000,1,2151
34,14,0,0,1,0,42000,1,2230
32,17,0,0,0,1,10929,1,375
37,15,0,0,1,0,32000,1,1342
37,14,0,0,1,0,48600,1,2205
45,16,0,0,0,1,69342,1,2320
35,,,,,,,,
40,,,,,,,,
42,16,0,0,0,1,66000,1,2026
32,13,0,0,1,0,21000,1,1969
34,16,0,0,0,1,58000,1,3120
34,16,0,0,0,1,41000,1,1834
44,16,0,0,0,1,14950,1,3900
42,17,0,0,0,1,90000,1,2552
38,12,0,1,0,0,36000,1,2170
45,14,0,0,1,0,39000,1,2496
39,17,0,0,0,1,22820,1,2790
36,12,0,1,0,0,31250,1,2064
35,12,0,1,0,0,40000,1,2115
44,12,0,1,0,0,11750,1,2200
42,14,0,0,1,0,38519,1,1232
31,15,0,0,1,0,33000,1,2187
32,17,0,0,0,1,47000,1,2812
39,14,0,0,1,0,21830,1,2040
38,14,0,0,1,0,28000,1,1401
36,10,1,0,0,0,4000,1,331
47,15,0,0,1,0,55000,1,2144
31,15,0,0,1,0,26000,1,2024
31,12,0,1,0,0,28000,1,4164
46,8,1,0,0,0,12750,1,2612
42,12,0,1,0,0,0,0,0
48,16,0,0,0,1,35000,1,1920
42,17,0,0,0,1,12000,1,3209
36,14,0,0,1,0,6000,1,1736
50,,,,,,,,
38,,,,,,,,
41,12,0,1,0,0,27000,1,2152
39,9,1,0,0,0,18800,1,2680
35,10,1,0,0,0,4000,1,1302
34,6,1,0,0,0,50000,1,2460
38,14,0,0,1,0,48900,1,1944
33,,,,,,,,
32,,,,,,,,
43,14,0,0,1,0,25961,1,2875
40,12,0,1,0,0,13000,1,1541
31,12,0,1,0,0,36000,1,2128
38,16,0,0,0,1,32000,1,1800
41,,,,,,,,
31,12,0,1,0,0,712,1,673
35,11,1,0,0,0,17500,1,2100
39,12,0,1,0,0,30500,1,1452
35,12,0,1,0,0,43000,1,2715
30,12,0,1,0,0,29000,1,2510
30,12,0,1,0,0,34000,1,2904
42,14,0,0,1,0,50000,1,2500
42,12,0,1,0,0,17000,1,2040
31,12,0,1,0,0,989,1,193
40,16,0,0,0,1,23250,1,3504
34,12,0,1,0,0,3000,1,2500
40,10,1,0,0,0,28000,1,2760
33,9,1,0,0,0,11648,1,2080
44,4,1,0,0,0,0,0,0
43,14,0,0,1,0,60000,1,2346
35,9,1,0,0,0,25000,1,2440
39,12,0,1,0,0,16000,1,1968
31,9,1,0,0,0,20000,1,1736
35,11,1,0,0,0,15028,1,2024
34,10,1,0,0,0,18782,1,2080
39,16,0,0,0,1,46500,1,3800
39,12,0,1,0,0,38000,1,1974
35,14,0,0,1,0,22880,1,2950
33,17,0,0,0,1,69000,1,2940
50,12,0,1,0,0,50000,1,3632
38,17,0,0,0,1,34000,1,2304
34,16,0,0,0,1,33759,1,2704
32,16,0,0,0,1,9000,1,1347
38,12,0,1,0,0,8542,1,440
46,12,0,1,0,0,0,0,0
34,10,1,0,0,0,2250,1,360
31,12,0,1,0,0,0,0,0
45,12,0,1,0,0,0,0,0
47,11,1,0,0,0,28625,1,2250
42,12,0,1,0,0,0,0,0
30,12,0,1,0,0,12000,1,2275
49,9,1,0,0,0,6750,1,2258
42,14,0,0,1,0,2000,1,803
40,14,0,0,1,0,8200,1,1740
35,10,1,0,0,0,1200,1,420
48,14,0,0,1,0,12000,1,1816
35,12,0,1,0,0,22000,1,2600
32,12,0,1,0,0,33100,1,2076
33,13,0,0,1,0,21200,1,1664
37,14,0,0,1,0,30000,1,2184
40,11,1,0,0,0,40000,1,2400
39,12,0,1,0,0,0,0,0
34,12,0,1,0,0,15100,1,2227
40,12,0,1,0,0,20000,1,2184
36,11,1,0,0,0,7000,1,1392
36,12,0,1,0,0,26000,1,2244
41,16,0,0,0,1,110000,1,1750
35,16,0,0,0,1,32600,1,3029
37,13,0,0,1,0,20326,1,2455
36,17,0,0,0,1,70000,1,2223
37,12,0,1,0,0,8670,1,2340
33,12,0,1,0,0,2400,1,48
38,16,0,0,0,1,19600,1,1352
42,13,0,0,1,0,36800,1,2440
31,12,0,1,0,0,15000,1,3680
34,13,0,0,1,0,19500,1,2427
32,13,0,0,1,0,26750,1,2050
30,12,0,1,0,0,28000,1,2020
34,14,0,0,1,0,44000,1,2148
33,,,,,,,,
35,12,0,1,0,0,15360,1,3072
33,16,0,0,0,1,59000,1,2470
31,15,0,0,1,0,0,0,0
45,12,0,1,0,0,56400,1,2064
40,16,0,0,0,1,0,0,0
31,12,0,1,0,0,18782,1,2080
41,13,0,0,1,0,8700,1,456
33,14,0,0,1,0,25275,1,2183
39,10,1,0,0,0,28080,1,2184
30,15,0,0,1,0,29050,1,344
40,14,0,0,1,0,13500,1,1312
39,8,1,0,0,0,9780,1,1560
35,12,0,1,0,0,16460,1,1736
40,12,0,1,0,0,45200,1,1040
43,16,0,0,0,1,37000,1,2816
36,16,0,0,0,1,120000,1,2990
43,,,,,,,,
39,16,0,0,0,1,46000,1,1880
39,12,0,1,0,0,35200,1,2420
37,11,1,0,0,0,25000,1,2125
34,12,0,1,0,0,50000,1,3100
36,12,0,1,0,0,41200,1,2018
34,12,0,1,0,0,20137,1,1785
33,12,0,1,0,0,16170,1,2340
47,12,0,1,0,0,50934,1,2530
37,8,1,0,0,0,25000,1,2381
41,14,0,0,1,0,60000,1,3184
31,15,0,0,1,0,0,0,0
30,12,0,1,0,0,18280,1,1588
43,14,0,0,1,0,39000,1,2940
32,16,0,0,0,1,55000,1,2080
42,12,0,1,0,0,13500,1,2304
32,14,0,0,1,0,3952,1,1296
34,14,0,0,1,0,18000,1,1131
38,11,1,0,0,0,400,1,1560
50,9,1,0,0,0,0,0,0
30,15,0,0,1,0,29000,1,3526
41,12,0,1,0,0,8322,1,920
37,17,0,0,0,1,24000,1,1656
43,14,0,0,1,0,48000,1,2208
41,17,0,0,0,1,45000,1,2232
36,8,1,0,0,0,9880,1,2080
31,12,0,1,0,0,0,0,0
38,12,0,1,0,0,29827,1,2080
44,12,0,1,0,0,9000,1,795
45,14,0,0,1,0,17000,1,882
33,12,0,1,0,0,23400,1,1840
44,11,1,0,0,0,12000,1,2780
42,9,1,0,0,0,2500,1,1248
38,12,0,1,0,0,28000,1,3000
47,6,1,0,0,0,11552,1,2304
31,12,0,1,0,0,34000,1,2420
43,9,1,0,0,0,3000,1,2080
43,8,1,0,0,0,9500,1,2080
37,12,0,1,0,0,21975,1,3120
40,8,1,0,0,0,10800,1,1255
34,,,,,,,,
37,12,0,1,0,0,8500,1,2080
44,11,1,0,0,0,21363,1,4981
46,12,0,1,0,0,14000,1,3068
40,10,1,0,0,0,20000,1,3120
36,12,0,1,0,0,12000,1,1969
34,13,0,0,1,0,0,0,0
33,13,0,0,1,0,2133,1,174
44,15,0,0,1,0,25227,1,2250
35,17,0,0,0,1,50000,1,2073
32,12,0,1,0,0,22650,1,3080
31,13,0,0,1,0,12000,1,2500
31,13,0,0,1,0,21000,1,2080
37,12,0,1,0,0,8500,1,2142
46,12,0,1,0,0,0,0,0
42,12,0,1,0,0,20100,1,1557
33,12,0,1,0,0,8000,1,2060
31,12,0,1,0,0,6000,1,2040
46,17,0,0,0,1,51000,1,1432
40,9,1,0,0,0,6000,1,520
31,12,0,1,0,0,10000,1,1320
48,12,0,1,0,0,38000,1,1892
33,12,0,1,0,0,15200,1,2250
36,,,,,,,,
37,12,0,1,0,0,18000,1,2040
37,12,0,1,0,0,1000,1,80
46,12,0,1,0,0,40000,1,1840
47,11,1,0,0,0,0,0,0
31,12,0,1,0,0,8800,1,2500
36,12,0,1,0,0,45000,1,2400
30,14,0,0,1,0,60000,1,2330
35,13,0,0,1,0,7400,1,2128
40,16,0,0,0,1,26500,1,2550
30,16,0,0,0,1,40000,1,3024
34,12,0,1,0,0,17000,1,1936
39,10,1,0,0,0,0,0,0
32,10,1,0,0,0,0,0,0
38,11,1,0,0,0,22000,1,1960
36,12,0,1,0,0,36578,1,2057
32,12,0,1,0,0,7800,1,1446
31,13,0,0,1,0,23000,1,1296
45,12,0,1,0,0,36000,1,2024
38,12,0,1,0,0,34000,1,2115
37,13,0,0,1,0,15300,1,2707
36,12,0,1,0,0,7865,1,3730
32,16,0,0,0,1,22500,1,2450
31,14,0,0,1,0,15000,1,2128
30,12,0,1,0,0,17000,1,2040
30,,,,,,,,
38,12,0,1,0,0,0,0,0
32,13,0,0,1,0,0,0,0
38,15,0,0,1,0,0,0,0
32,,,,,,,,
32,13,0,0,1,0,5310,1,3360
39,12,0,1,0,0,23000,1,1940
44,8,1,0,0,0,70000,1,1930
43,7,1,0,0,0,9175,1,1248
42,14,0,0,1,0,27000,1,3036
39,12,0,1,0,0,27000,1,2040
34,15,0,0,1,0,36000,1,2016
36,12,0,1,0,0,23000,1,1960
36,12,0,1,0,0,18000,1,2040
40,11,1,0,0,0,16000,1,1968
41,14,0,0,1,0,44000,1,2576
31,15,0,0,1,0,13000,1,2040
30,12,0,1,0,0,40000,1,2805
35,15,0,0,1,0,41000,1,1818
37,12,0,1,0,0,35000,1,1964
34,12,0,1,0,0,42189,1,3486
31,15,0,0,1,0,26400,1,2697
42,12,0,1,0,0,26500,1,1896
42,12,0,1,0,0,8680,1,3790
34,15,0,0,1,0,26000,1,1802
38,12,0,1,0,0,0,0,0
38,12,0,1,0,0,22000,1,2442
32,14,0,0,1,0,36000,1,2739
50,12,0,1,0,0,33000,1,2279
35,14,0,0,1,0,38000,1,3185
